Saison;Compétition;Journée;Date;Dom./Ext.;Pour;Contre;Résultat;Pos.;Minute;À ce moment;Type de but;Passeur
Saison 18/19;;;;;;;;;85';02:03;Tir du pied gauche;
Saison 18/19;LaLiga;27;09/03/2019;D;FC Barcelona (1.);Rayo Vallecano (19.);03:01;AiD;51';02:01;Penalty;
Saison 18/19;UEFA Champions League;Achtelfinale;13/03/2019;D;FC Barcelona ;Ol. Lyonnais;05:01;AiD;18';01:00;Penalty;
Saison 18/19;;;;;;;;;78';03:01;Tir du pied droit;Sergio Busquets
Saison 18/19;LaLiga;28;17/03/2019;E;FC Barcelona (1.);Real Betis (8.);01:04;2S;18';00:01;Coup-franc direct;
Saison 18/19;;;;;;;;;45'+2;00:02;Tir du pied gauche;Luis Suárez
Saison 18/19;;;;;;;;;85';01:04;Tir du pied gauche;Ivan Rakitic
Saison 18/19;LaLiga;29;30/03/2019;D;FC Barcelona (1.);Esp. Barcelona (13.);02:00;AiD;71';01:00;Coup-franc direct;
Saison 18/19;;;;;;;;;89';02:00;Tir du pied gauche;Malcom
Saison 18/19;LaLiga;30;02/04/2019;E;FC Barcelona (1.);Villarreal CF (17.);04:04;AiD;90';04:03;Coup-franc direct;
Saison 18/19;LaLiga;31;06/04/2019;D;FC Barcelona (1.);Atlético Madrid (2.);02:00;2S;87';02:00;Tir du pied gauche;
Saison 18/19;UEFA Champions League;Viertelfinale;16/04/2019;D;FC Barcelona ;Manchester Utd.;03:00;AiD;16';01:00;Tir du pied gauche;
Saison 18/19;;;;;;;;;20';02:00;Tir du pied droit;
Saison 18/19;LaLiga;35;27/04/2019;D;FC Barcelona (1.);UD Levante (15.);01:00;AiD;62';01:00;Tir du pied gauche;Arturo Vidal
Saison 18/19;UEFA Champions League;Halbfinale;01/05/2019;D;FC Barcelona ;Liverpool;03:00;AiD;75';02:00;Tir du pied gauche;Luis Suárez
Saison 18/19;;;;;;;;;82';03:00;Coup-franc direct;
Saison 18/19;LaLiga;38;19/05/2019;E;FC Barcelona (1.);SD Eibar (12.);02:02;AC;31';01:01;Tir du pied gauche;Arturo Vidal
Saison 18/19;;;;;;;;;32';01:02;Tir du pied gauche;Ivan Rakitic
Saison 18/19;Coupe du Roi;Finale;25/05/2019;D;FC Barcelona ;FC Valencia;01:02;AC;73';01:02;Tir du pied gauche;Clément Lenglet
Saison 19/20;Saison 19/20;Saison 19/20;Saison 19/20;Saison 19/20;Saison 19/20;Saison 19/20;Saison 19/20;Saison 19/20;Saison 19/20;Saison 19/20;Saison 19/20;Saison 19/20
Saison 19/20;LaLiga;8;06/10/2019;D;FC Barcelona (5.);Séville FC (4.);04:00;AiD;78';04:00;Coup-franc direct;
Saison 19/20;LaLiga;9;19/10/2019;E;FC Barcelona (2.);SD Eibar (14.);00:03;AiD;58';00:02;Tir du pied gauche;Antoine Griezmann
Saison 19/20;UEFA Champions League;Gruppenphase;23/10/2019;E;FC Barcelona ;Slavia Prague;01:02;AiD;3';00:01;Tir du pied gauche;Arthur Melo
Saison 19/20;LaLiga;11;29/10/2019;D;FC Barcelona (2.);Real Valladolid (8.);05:01;AiD;34';03:01;Coup-franc direct;
Saison 19/20;;;;;;;;;75';04:01;Tir du pied gauche;Ivan Rakitic
Saison 19/20;LaLiga;12;02/11/2019;E;FC Barcelona (1.);UD Levante (11.);03:01;AiD;38';00:01;Penalty;
Saison 19/20;LaLiga;13;09/11/2019;D;FC Barcelona (1.);Celta de Vigo (18.);04:01;AiD;23';01:00;Penalty;
Saison 19/20;;;;;;;;;45'+1;02:01;Coup-franc direct;
Saison 19/20;;;;;;;;;48';03:01;Coup-franc direct;
Saison 19/20;UEFA Champions League;Gruppenphase;27/11/2019;D;FC Barcelona ;Bor. Dortmund;03:01;AiD;33';02:00;Tir du pied gauche;Luis Suárez
Saison 19/20;LaLiga;15;01/12/2019;E;FC Barcelona (1.);Atlético Madrid (4.);00:01;AiD;86';00:01;Tir du pied gauche;Luis Suárez
Saison 19/20;LaLiga;16;07/12/2019;D;FC Barcelona (1.);RCD Mallorca (17.);05:02;AiD;17';02:00;Tir du pied gauche;Antoine Griezmann
Saison 19/20;;;;;;;;;41';03:01;Tir du pied gauche;Ivan Rakitic
Saison 19/20;;;;;;;;;83';05:02;Tir du pied gauche;Luis Suárez
Saison 19/20;LaLiga;18;21/12/2019;D;FC Barcelona (1.);Alavés (14.);04:01;AiD;69';03:01;Tir du pied gauche;Luis Suárez
Saison 19/20;Supercopa;Halbfinale;09/01/2020;D;FC Barcelona ;Atlético Madrid;02:03;AiD;51';01:01;Tir du pied droit;Luis Suárez
Saison 19/20;LaLiga;20;19/01/2020;D;FC Barcelona (1.);FC Granada (10.);01:00;AC;76';01:00;Tir du pied droit;Arturo Vidal
Saison 19/20;Coupe du Roi;Achtelfinale;30/01/2020;D;FC Barcelona ;CD Leganés;05:00;AiD;59';03:00;Tir du pied gauche;Frenkie de Jong
Saison 19/20;;;;;;;;;89';05:00;Tir du pied gauche;Ivan Rakitic
Saison 19/20;LaLiga;25;22/02/2020;D;FC Barcelona (2.);SD Eibar (16.);05:00;2S;14';01:00;Tir du pied gauche;Ivan Rakitic
Saison 19/20;;;;;;;;;37';02:00;Tir du pied gauche;Arturo Vidal
Saison 19/20;;;;;;;;;40';03:00;Tir du pied gauche;
Saison 19/20;;;;;;;;;87';04:00;Tir du pied gauche;
Saison 19/20;LaLiga;27;07/03/2020;D;FC Barcelona (2.);Real Sociedad (4.);01:00;AC;81';01:00;Penalty;
Saison 19/20;LaLiga;28;13/06/2020;E;FC Barcelona (1.);RCD Mallorca (18.);00:04;AiD;90'+3;00:04;Tir du pied droit;Luis Suárez
Saison 19/20;LaLiga;29;16/06/2020;D;FC Barcelona (1.);CD Leganés (19.);02:00;AiD;69';02:00;Penalty;
Saison 19/20;LaLiga;33;30/06/2020;D;FC Barcelona (2.);Atlético Madrid (3.);02:02;2S;50';02:01;Penalty;
Saison 19/20;LaLiga;37;16/07/2020;D;FC Barcelona (2.);CA Osasuna (11.);01:02;AiD;62';01:01;Coup-franc direct;
Saison 19/20;LaLiga;38;19/07/2020;E;FC Barcelona (2.);Alavés (16.);00:05;AiD;34';00:02;Tir du pied gauche;Riqui Puig
Saison 19/20;;;;;;;;;75';00:05;Tir du pied gauche;Jordi Alba
Saison 19/20;UEFA Champions League;Achtelfinale;08/08/2020;D;FC Barcelona ;Napoli;03:01;2S;23';02:00;Tir du pied gauche;
Saison 20/21;Saison 20/21;Saison 20/21;Saison 20/21;Saison 20/21;Saison 20/21;Saison 20/21;Saison 20/21;Saison 20/21;Saison 20/21;Saison 20/21;Saison 20/21;Saison 20/21
Saison 20/21;LaLiga;3;27/09/2020;D;FC Barcelona (1.);Villarreal CF (6.);04:00;AC;35';03:00;Penalty;
Saison 20/21;UEFA Champions League;Gruppenphase;20/10/2020;D;FC Barcelona ;Ferencváros;05:01;AC;27';01:00;Penalty;
Saison 20/21;UEFA Champions League;Gruppenphase;28/10/2020;E;FC Barcelona ;Juventus Turin;00:02;AC;90'+1;00:02;Penalty;
Saison 20/21;UEFA Champions League;Gruppenphase;04/11/2020;D;FC Barcelona ;Dynamo Kyiv;02:01;AiD;5';01:00;Penalty;
Saison 20/21;LaLiga;9;07/11/2020;D;FC Barcelona (6.);Real Betis (8.);05:02;AC;61';03:01;Penalty;
Saison 20/21;;;;;;;;;82';04:02;Tir du pied gauche;Sergi Roberto
Saison 20/21;LaLiga;11;29/11/2020;D;FC Barcelona (5.);CA Osasuna (14.);04:00;AiD;73';04:00;Tir du pied gauche;Francisco Trincão
Saison 20/21;LaLiga;13;13/12/2020;D;FC Barcelona (5.);UD Levante (17.);01:00;AC;76';01:00;Tir du pied gauche;Frenkie de Jong
Saison 20/21;LaLiga;14;19/12/2020;D;FC Barcelona (4.);FC Valencia (14.);02:02;AC;45'+4;01:01;Tête;
Saison 20/21;LaLiga;15;22/12/2020;E;FC Barcelona (5.);Real Valladolid (18.);00:03;MO;65';00:03;Tir du pied gauche;Pedri
Saison 20/21;LaLiga;2;06/01/2021;E;FC Barcelona (1.);Athletic (18.);02:03;AC;38';01:02;Tir du pied gauche;Pedri
Saison 20/21;;;;;;;;;62';01:03;Tir du pied gauche;Antoine Griezmann
Saison 20/21;LaLiga;18;09/01/2021;E;FC Barcelona (3.);FC Granada (7.);00:04;AC;35';00:02;Tir du pied gauche;Antoine Griezmann
Saison 20/21;;;;;;;;;42';00:03;Coup-franc direct;
Saison 20/21;Coupe du Roi;Achtelfinale;27/01/2021;E;FC Barcelona ;Rayo Vallecano;01:02;AC;69';01:01;Tir du pied gauche;Antoine Griezmann
Saison 20/21;LaLiga;21;31/01/2021;D;FC Barcelona (3.);Athletic (11.);02:01;AC;20';01:00;Coup-franc direct;
Saison 20/21;LaLiga;22;07/02/2021;E;FC Barcelona (3.);Real Betis (7.);02:03;AC;59';01:01;Tir du pied gauche;Ousmane Dembélé
Saison 20/21;LaLiga;23;13/02/2021;D;FC Barcelona (3.);Alavés (16.);05:01;AC;45'+1;02:00;Tir du pied gauche;Sergio Busquets
Saison 20/21;;;;;;;;;75';04:01;Tir du pied gauche;Antoine Griezmann
Saison 20/21;UEFA Champions League;Achtelfinale;16/02/2021;D;FC Barcelona ;Paris SG;01:04;AC;27';01:00;Penalty;
Saison 20/21;LaLiga;24;21/02/2021;D;FC Barcelona (3.);Cádiz CF (15.);01:01;AC;32';01:00;Penalty;
Saison 20/21;LaLiga;1;24/02/2021;D;FC Barcelona (3.);Elche CF (17.);03:00;AC;48';01:00;Tir du pied gauche;Martin Braithwaite
Saison 20/21;;;;;;;;;68';02:00;Tir du pied gauche;Frenkie de Jong
Saison 20/21;LaLiga;25;27/02/2021;E;FC Barcelona (4.);Séville FC (3.);00:02;AC;85';00:02;Tir du pied droit;Ilaix Moriba
Saison 20/21;UEFA Champions League;Achtelfinale;10/03/2021;E;FC Barcelona ;Paris SG;01:01;2S;37';01:01;Tir lointain;Pedri
Saison 20/21;LaLiga;27;15/03/2021;D;FC Barcelona (2.);SD Huesca (20.);04:01;2S;13';01:00;Tir du pied gauche;Sergio Busquets
Saison 20/21;;;;;;;;;90';04:01;Tir du pied gauche;Francisco Trincão
Saison 20/21;LaLiga;28;21/03/2021;E;FC Barcelona (2.);Real Sociedad (5.);01:06;2S;56';00:04;Tir du pied gauche;Sergio Busquets
Saison 20/21;;;;;;;;;89';01:06;Tir du pied gauche;Jordi Alba
Saison 20/21;Coupe du Roi;Finale;17/04/2021;E;FC Barcelona ;Athletic;00:04;AC;68';00:03;Tir du pied gauche;Frenkie de Jong
Saison 20/21;;;;;;;;;72';00:04;Tir du pied gauche;Jordi Alba
Saison 20/21;LaLiga;31;22/04/2021;D;FC Barcelona (3.);FC Getafe (15.);05:02;AC;8';01:00;Tir du pied gauche;Sergio Busquets
Saison 20/21;;;;;;;;;33';03:01;Tir du pied gauche;
Saison 20/21;LaLiga;33;29/04/2021;D;FC Barcelona (1.);FC Granada (8.);01:02;AC;23';01:00;Tir du pied gauche;Antoine Griezmann
Saison 20/21;LaLiga;34;02/05/2021;E;FC Barcelona (3.);FC Valencia (14.);02:03;AC;57';01:01;Tir du pied gauche;
Saison 20/21;;;;;;;;;69';01:03;Coup-franc direct;
Saison 20/21;LaLiga;36;11/05/2021;E;FC Barcelona (3.);UD Levante (14.);03:03;2S;25';00:01;Tir du pied gauche;
Saison 20/21;LaLiga;37;16/05/2021;D;FC Barcelona (3.);Celta de Vigo (8.);01:02;2S;28';01:00;Tête;Sergio Busquets
Saison 21/22;Saison 21/22;Saison 21/22;Saison 21/22;Saison 21/22;Saison 21/22;Saison 21/22;Saison 21/22;Saison 21/22;Saison 21/22;Saison 21/22;Saison 21/22;Saison 21/22
Saison 21/22;UEFA Champions League;Gruppenphase;28/09/2021;D;PSG;Manchester City;02:00;AiD;74';02:00;Tir du pied gauche;Kylian Mbappé
Saison 21/22;UEFA Champions League;Gruppenphase;19/10/2021;D;PSG;RB Leipzig;03:02;AiD;67';02:02;Tir du pied gauche;Kylian Mbappé
Saison 21/22;;;;;;;;;74';03:02;Penalty;
Saison 21/22;Ligue 1;14;20/11/2021;D;PSG (1.);FC Nantes (9.);03:01;AiD;87';03:01;Tir du pied gauche;Kylian Mbappé
Saison 21/22;UEFA Champions League;Gruppenphase;07/12/2021;D;PSG;FC Bruges;04:01;AC;38';03:00;Tir du pied gauche;Kylian Mbappé
Saison 21/22;;;;;;;;;76';04:01;Penalty;
Saison 21/22;Ligue 1;23;06/02/2022;E;PSG (1.);LOSC Lille (11.);01:05;AC;38';01:03;Tir du pied gauche;
Saison 21/22;Ligue 1;30;03/04/2022;D;PSG (1.);FC Lorient (16.);05:01;AiD;73';04:01;Tir du pied gauche;Kylian Mbappé
Saison 21/22;Ligue 1;34;23/04/2022;D;PSG (1.);RC Lens (7.);01:01;AiD;68';01:00;Tir du pied gauche;Neymar
Saison 21/22;Ligue 1;37;14/05/2022;E;PSG (1.);Montpellier (13.);00:04;AC;6';00:01;Tir du pied gauche;Kylian Mbappé
Saison 21/22;;;;;;;;;20';00:02;Tir du pied gauche;Kylian Mbappé
Saison 22/23;Saison 22/23;Saison 22/23;Saison 22/23;Saison 22/23;Saison 22/23;Saison 22/23;Saison 22/23;Saison 22/23;Saison 22/23;Saison 22/23;Saison 22/23;Saison 22/23
Saison 22/23;Trophée des Champions;Finale;31/07/2022;D;PSG;FC Nantes;04:00;AC;22';01:00;Tir du pied droit;
Saison 22/23;Ligue 1;1;06/08/2022;E;PSG (1.);Clermont Foot (8.);00:05;AC;80';00:04;Tir du pied gauche;Neymar
Saison 22/23;;;;;;;;;86';00:05;Tir du pied gauche;Leandro Paredes
Saison 22/23;Ligue 1;3;21/08/2022;E;PSG (1.);LOSC Lille (4.);01:07;AiD;27';00:02;Tir du pied droit;Nuno Mendes
Saison 22/23;UEFA Champions League;Gruppenphase;14/09/2022;E;PSG;Maccabi Haifa;01:03;AiD;37';01:01;Tir du pied gauche;
Saison 22/23;Ligue 1;8;18/09/2022;E;PSG (1.);Ol. Lyonnais (5.);00:01;AiD;5';00:01;Tir du pied gauche;Neymar
Saison 22/23;Ligue 1;9;01/10/2022;D;PSG (1.);OGC Nice (13.);02:01;MO;28';01:00;Coup-franc direct;
Saison 22/23;UEFA Champions League;Gruppenphase;05/10/2022;E;PSG;Benfica;01:01;AiD;22';00:01;Tir du pied gauche;Neymar
Saison 22/23;Ligue 1;12;21/10/2022;E;PSG (1.);AC Ajaccio (18.);00:03;AC;78';00:02;Tir du pied gauche;Kylian Mbappé
Saison 22/23;UEFA Champions League;Gruppenphase;25/10/2022;D;PSG;Maccabi Haifa;07:02;2S;19';01:00;Tir du pied gauche;Kylian Mbappé
Saison 22/23;;;;;;;;;45';04:01;Tir du pied gauche;Kylian Mbappé
Saison 22/23;Ligue 1;13;29/10/2022;D;PSG (1.);Troyes (11.);04:03;AiD;55';02:02;Tir du pied gauche;Sergio Ramos
Saison 22/23;Ligue 1;18;11/01/2023;D;PSG (1.);Angers SCO (20.);02:00;MO;72';02:00;Tir du pied droit;Nordi Mukiele
Saison 22/23;Ligue 1;21;01/02/2023;E;PSG (1.);Montpellier (14.);01:03;2S;72';00:02;Tir du pied gauche;Fabián Ruiz
Saison 22/23;Ligue 1;22;04/02/2023;D;PSG (1.);Toulouse (12.);02:01;2S;58';02:01;Tir du pied gauche;Achraf Hakimi
Saison 22/23;Ligue 1;24;19/02/2023;D;PSG (1.);LOSC Lille (5.);04:03;AC;90'+5;04:03;Coup-franc direct;
Saison 22/23;Ligue 1;25;26/02/2023;E;PSG (1.);Marseille (2.);00:03;2S;29';00:02;Tir du pied droit;Kylian Mbappé
Saison 22/23;Ligue 1;26;04/03/2023;D;PSG (1.);FC Nantes (13.);04:02;AC;12';01:00;Tir du pied gauche;
Saison 22/23;Ligue 1;30;08/04/2023;E;PSG (1.);OGC Nice (8.);00:02;AC;26';00:01;Tir du pied gauche;Nuno Mendes
Saison 22/23;Ligue 1;31;15/04/2023;D;PSG (1.);RC Lens (2.);03:01;AC;40';03:00;Tir du pied gauche;Kylian Mbappé
Saison 22/23;Ligue 1;37;27/05/2023;E;PSG (1.);R. Strasbourg (15.);01:01;AC;59';00:01;Tir du pied gauche;Kylian Mbappé
;;;;;;;;;;;;
Saison 22/23;Leagues Cup;Gruppenphase;22/07/2023;E;Inter Miami;CD Cruz Azul;01:02;AiD;90'+4;01:02;Coup-franc direct;
Saison 22/23;Leagues Cup;Gruppenphase;26/07/2023;D;Inter Miami;Atlanta;04:00;AiD;8';01:00;Tir du pied droit;
Saison 22/23;;;;;;;;;22';02:00;Tir du pied droit;Robert Taylor
Saison 22/23;Leagues Cup;1.Runde;03/08/2023;D;Inter Miami;Orlando;03:01;AiD;7';01:00;Tir du pied gauche;Robert Taylor
Saison 22/23;;;;;;;;;72';03:01;Tir du pied droit;Josef Martínez
Saison 22/23;Leagues Cup;Achtelfinale;07/08/2023;E;Inter Miami;Dallas;7:9 tab;AiD;6';00:01;Tir du pied gauche;Jordi Alba
Saison 22/23;;;;;;;;;85';04:04;Coup-franc direct;
Saison 22/23;Leagues Cup;Viertelfinale;12/08/2023;D;Inter Miami;Charlotte;04:00;AiD;86';04:00;Tir du pied gauche;Leonardo Campana
Saison 22/23;Leagues Cup;Halbfinale;16/08/2023;E;Inter Miami;Philadelphia;01:04;AiD;20';00:02;Tir du pied gauche;Josef Martínez
Saison 22/23;Leagues Cup;Finale;20/08/2023;E;Inter Miami;Nashville;10:11 tab;AiD;23';00:01;Tir du pied gauche;
Saison 22/23;MLS;28;27/08/2023;E;Inter Miami  (14.);New York (11.);00:02;AC;89';00:02;Tir du pied gauche;Benja Cremaschi
Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25
Saison 24/25;MLS;1;26/02/2024;E;Inter Miami (1.);LA Galaxy (2.);01:01;AiD;90'+2;01:01;Tir du pied gauche;Jordi Alba
Saison 24/25;MLS;2;02/03/2024;D;Inter Miami (1.);Orlando (10.);05:00;AiD;57';04:00;Torse;
Saison 24/25;;;;;;;;;62';05:00;Tête;Luis Suárez
Saison 24/25;CONCACAF Champions Cup;Achtelfinale;08/03/2024;E;Inter Miami;Nashville;02:02;AC;52';02:01;Non rapporté;Luis Suárez
Saison 24/25;CONCACAF Champions Cup;Achtelfinale;14/03/2024;D;Inter Miami;Nashville;03:01;AC;23';02:00;Tir du pied gauche;Diego Gómez
Saison 24/25;MLS;7;07/04/2024;D;Inter Miami (2.);Colorado (7.);02:02;AC;57';01:01;Tir du pied gauche;Franco Negri
Saison 24/25;MLS;8;14/04/2024;E;Inter Miami (2.);Kansas City (5.);02:03;AiD;51';01:02;Tir du pied gauche;David Ruíz
Saison 24/25;MLS;9;21/04/2024;D;Inter Miami (1.);Nashville (14.);03:01;AiD;11';01:01;Tir du pied gauche;Luis Suárez
Saison 24/25;;;;;;;;;81';03:01;Penalty;
Saison 24/25;MLS;10;28/04/2024;E;Inter Miami (1.);New England (15.);01:04;AiD;32';01:01;Tir du pied gauche;Robert Taylor
Saison 24/25;;;;;;;;;67';01:02;Tir du pied gauche;Sergio Busquets
Saison 24/25;MLS;11;05/05/2024;D;Inter Miami (1.);New York (3.);06:02;AiD;50';02:01;Tir du pied gauche;Luis Suárez
Saison 24/25;MLS;16;30/05/2024;D;Inter Miami (1.);Atlanta (12.);01:03;AiD;62';01:02;Tir du pied gauche;Sergio Busquets
Saison 24/25;MLS;17;02/06/2024;D;Inter Miami (1.);St. Louis CITY (11.);03:03;AiD;25';01:01;Tir du pied gauche;Jordi Alba
Saison 24/25;MLS;31;15/09/2024;D;Inter Miami (1.);Philadelphia (11.);03:01;AiD;26';01:01;Tir du pied droit;Luis Suárez
Saison 24/25;;;;;;;;;30';02:01;Tir du pied gauche;Jordi Alba
Saison 24/25;MLS;34;29/09/2024;D;Inter Miami (1.);Charlotte (6.);01:01;AiD;67';01:01;Tir du pied gauche;Marcelo Weigandt
Saison 24/25;MLS;35;03/10/2024;E;Inter Miami (1.);Columbus (2.);02:03;AiD;45';00:01;Tir du pied gauche;
Saison 24/25;;;;;;;;;45'+5;00:02;Coup-franc direct;
Saison 24/25;MLS;37;20/10/2024;D;Inter Miami (1.);New England (14.);06:02;AiD;78';04:02;Tir du pied gauche;Luis Suárez
Saison 24/25;;;;;;;;;81';05:02;Tir du pied gauche;Jordi Alba
Saison 24/25;;;;;;;;;89';06:02;Tir du pied gauche;Luis Suárez
Saison 24/25;MLS Cup Playoffs;1.Runde;10/11/2024;D;Inter Miami;Atlanta;02:03;AiD;65';02:02;Tête;Marcelo Weigandt
Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25;Saison 24/25
Saison 24/25;CONCACAF Champions Cup;1.Runde;20/02/2025;E;Inter Miami;Kansas City;00:01;2S;56';00:01;Tir du pied droit;Sergio Busquets
Saison 24/25;CONCACAF Champions Cup;1.Runde;26/02/2025;D;Inter Miami;Kansas City;03:01;2S;19';01:00;Tir du pied gauche;Luis Suárez
Saison 24/25;CONCACAF Champions Cup;Achtelfinale;14/03/2025;E;Inter Miami;Cavalier FC;00:02;;90'+2;00:02;Tir du pied gauche;Santiago Morales
Saison 24/25;MLS;4;17/03/2025;E;Inter Miami (2.);Atlanta (11.);01:02;AC;20';01:01;Tir du pied gauche;
Saison 24/25;MLS;6;30/03/2025;D;Inter Miami (3.);Philadelphia (1.);02:01;AiD;57';02:00;Tir du pied droit;Luis Suárez
Saison 24/25;MLS;7;07/04/2025;D;Inter Miami (1.);Toronto (14.);01:01;AC;45'+5;01:01;Tir du pied gauche;Telasco Segovia
Saison 24/25;CONCACAF Champions Cup;Viertelfinale;10/04/2025;D;Inter Miami;LAFC;03:01;2S;35';01:01;Tir du pied gauche;
Saison 24/25;;;;;;;;;84';03:01;Penalty;
Saison 24/25;MLS;11;04/05/2025;D;Inter Miami (5.);New York (8.);04:01;AC;67';04:01;Tir du pied gauche;Telasco Segovia
Saison 24/25;MLS;12;10/05/2025;E;Inter Miami (4.);Minnesota (2.);04:01;AC;48';02:01;Tir du pied gauche;Jordi Alba
Saison 24/25;MLS;15;25/05/2025;E;Inter Miami (6.);Philadelphia (1.);03:03;AC;87';03:02;Coup-franc direct;
Saison 24/25;MLS;16;29/05/2025;D;Inter Miami (7.);Montréal (15.);04:02;AC;27';01:00;Tir du pied gauche;Sergio Busquets
Saison 24/25;;;;;;;;;87';04:01;Tir du pied gauche;Luis Suárez
Saison 24/25;MLS;17;01/06/2025;D;Inter Miami (6.);Columbus (4.);05:01;AC;15';02:00;Tir du pied gauche;
Saison 24/25;;;;;;;;;24';03:00;Tir du pied gauche;Sergio Busquets
Saison 24/25;Mondial des clubs;Gruppenphase;19/06/2025;D;Inter Miami;FC Porto;02:01;2S;54';02:01;Coup-franc direct;
Saison 24/25;MLS;22;06/07/2025;E;Inter Miami (6.);Montréal (15.);01:04;AiD;40';01:02;Tir du pied gauche;Luis Suárez
Saison 24/25;;;;;;;;;62';01:04;Tir du pied gauche;Luis Suárez
Saison 24/25;MLS;23;10/07/2025;E;Inter Miami (6.);New England (11.);01:02;AC;27';00:01;Tir du pied gauche;
Saison 24/25;;;;;;;;;38';00:02;Tir du pied gauche;Sergio Busquets
Saison 24/25;MLS;23;13/07/2025;D;Inter Miami (6.);Nashville (2.);02:01;AC;17';01:00;Coup-franc direct;
Saison 24/25;;;;;;;;;62';02:01;Tir du pied gauche;
Saison 24/25;MLS;25;20/07/2025;E;Inter Miami (5.);New York (8.);01:05;AC;60';01:04;Tir du pied gauche;Sergio Busquets
;;;;;;;;;75';01:05;Tir du pied gauche;Luis Suárez
